"","topics","Griffiths2004","CaoJuan2009","Arun2010","Deveaud2014"
"1",100,-924114.718419086,0.014390915987868,1428.96041565241,2.3287217238026
"2",99,-921467.383725287,0.0143931155444627,1440.06726792909,2.32199037792941
"3",98,-922715.00080758,0.0145198720532971,1441.66007108355,2.3318772946377
"4",97,-924800.226379581,0.0146190216261676,1450.79976776184,2.33982591808291
"5",96,-915704.527672778,0.014798053649228,1462.59214633804,2.33999116009217
"6",95,-925355.686601155,0.014785246024842,1461.81413716904,2.34428650284585
"7",94,-922745.000155802,0.0149113274410226,1466.59917456127,2.36419431044378
"8",93,-920442.146781384,0.0145751086711305,1475.88555211026,2.36171342343011
"9",92,-920682.640197085,0.0141387473783058,1477.40481876334,2.36808262318753
"10",91,-923590.694629897,0.0148941079376705,1497.47489719901,2.37447527684403
"11",90,-927185.580578875,0.0159372977149699,1503.63908808772,2.3782125258765
"12",89,-920151.38169578,0.0157053303791669,1504.00932364156,2.38373271383061
"13",88,-919665.964232518,0.0142591402933965,1508.26395560792,2.39873343905907
"14",87,-925311.096293025,0.0159865053970177,1521.25348242123,2.3881627916227
"15",86,-926007.095271573,0.0157916433130753,1529.27923622519,2.40105628711975
"16",85,-920283.564281943,0.0158814682500264,1532.64794515547,2.40833067481718
"17",84,-920828.020911554,0.0152451630285451,1539.89011134711,2.41415793033853
"18",83,-919850.75245874,0.0149297664153472,1533.72158008666,2.41565447962853
"19",82,-925110.35615172,0.0176991901860104,1566.37632955491,2.40390839492817
"20",81,-919561.953279267,0.0150354845618875,1560.84896009602,2.43641294604316
"21",80,-927320.823483941,0.0165911347508299,1575.18676888537,2.43487499675486
"22",79,-919188.980733195,0.0147907539287712,1571.22962150339,2.44906933109376
"23",78,-928882.289487999,0.0152314467796762,1581.00753880383,2.45473235932643
"24",77,-927497.7579952,0.0155938839992888,1592.04071508302,2.4544552335498
"25",76,-925609.904968,0.0162516783416784,1605.62436074525,2.46344619996335
"26",75,-920403.400968819,0.0159806235934643,1612.91810951749,2.46342888071307
"27",74,-927427.856274469,0.0180283760793012,1634.41319379883,2.45592664241047
"28",73,-927380.200394904,0.018709286033884,1642.94454405521,2.45546874737391
"29",72,-926043.927040472,0.0161923475428324,1636.86121162945,2.4815147748061
"30",71,-930323.892330308,0.0173613570866122,1653.20197869542,2.4654177528336
"31",70,-930522.523900255,0.0174122722024924,1655.37306069914,2.47056186002008
"32",69,-929922.545941552,0.0175150200581252,1672.52145678927,2.49048232140417
"33",68,-925713.468461433,0.0172916952778501,1674.40813486436,2.50816452568974
"34",67,-936185.52405634,0.0196586094881682,1697.20591909335,2.49129110492963
"35",66,-926528.095343687,0.0185574198426487,1698.30179243833,2.50628501825248
"36",65,-930827.925387684,0.019650198728695,1714.70178171038,2.4963877631064
"37",64,-929164.564646562,0.0201146096744124,1729.52248440702,2.50270176223701
"38",63,-927936.272924259,0.0198376155118759,1733.59560243425,2.50606374063886
"39",62,-931031.303951742,0.0198896379523287,1740.85513038075,2.51909038230619
"40",61,-935459.618589064,0.019676547736782,1756.03737385212,2.51989837376383
"41",60,-936465.021939915,0.0190936737299321,1757.44495225113,2.5277184118985
"42",59,-938316.507522264,0.0207485289692953,1782.14343687768,2.52450401815586
"43",58,-937257.213193266,0.0194927894106265,1786.63490411876,2.54862304179033
"44",57,-940234.547307872,0.019800527332733,1793.25130951857,2.54986832441518
