"","topics","Griffiths2004","CaoJuan2009","Arun2010","Deveaud2014"
"1",100,-646495.824863263,0.0193569614960816,918.618785794524,2.09038860358714
"2",99,-649862.485471023,0.0174947885524942,915.223114754629,2.10449304258097
"3",98,-648172.889980157,0.0179594039229895,916.174408760162,2.1128869726701
"4",97,-644846.726493363,0.0186847727491503,921.801875847029,2.12038526587648
"5",96,-646408.564324959,0.0174222293756078,923.855493165368,2.12330764950448
"6",95,-642836.926586983,0.0189117500642724,929.743659536348,2.12354953263724
"7",94,-647783.982390045,0.0186391819309815,936.293974313397,2.12973981320463
"8",93,-644865.192179466,0.0196880895349197,944.300153688338,2.1277899858551
"9",92,-646419.519867496,0.0195374967708212,947.466167107612,2.14275159546946
"10",91,-646369.188324101,0.0185037616537639,945.004306538028,2.14757369670334
"11",90,-646390.238572468,0.0187375399502429,954.135576599519,2.16426423379193
"12",89,-644196.473680162,0.017691669661013,955.178727806213,2.16943199084412
"13",88,-644410.870403037,0.0181776130968219,958.724852346386,2.17024944789836
"14",87,-643110.784803965,0.0182119533410325,963.938674904736,2.17350845521533
"15",86,-644931.337699251,0.0184451973390115,967.798945498287,2.18226395372748
"16",85,-645833.761043007,0.020350260840124,986.505219206939,2.1928489416581
"17",84,-646043.470212589,0.0193502698855761,982.221412471573,2.19670090953102
"18",83,-641730.537236719,0.0193225220158403,986.848681569765,2.19540627263255
"19",82,-643038.858765488,0.0186954473276551,987.69925787097,2.21673373275981
"20",81,-643047.341234972,0.0208476568353183,1000.24397068928,2.20570825232808
"21",80,-642610.759200905,0.018330364901576,996.539819375341,2.21969899631521
"22",79,-641723.430555274,0.0204374616962835,1011.02339503227,2.21008937603754
"23",78,-647381.239362384,0.0194308445386359,1012.10794630054,2.23835670665651
"24",77,-649849.251727834,0.0188523332040606,1017.7122359844,2.2443817553981
"25",76,-643815.16045732,0.0217475452712216,1029.96419410111,2.24354438283538
"26",75,-642881.575250827,0.0211167671183939,1036.59044163404,2.24389614577462
"27",74,-645197.770871769,0.0186822493515925,1030.31669728576,2.25734164805535
"28",73,-646053.229697466,0.0204925709153115,1046.39524933937,2.26229187321357
"29",72,-645541.853161405,0.0195468290677189,1048.07464365617,2.27359909070466
